ID,User ID,Reading Type,Date,Waterway Name,Test Kit Name,Latitude,Longitude,Region,Postcode,District,Country,Coliforms Reading,Phosphate Reading,Phosphate Units,Nitrite Reading,Nitrite Units,Nitrate Reading,Nitrate Units,pH Reading
VyeQ9BbGYHBp07iEKNqc,yCpIjbxuaAbPT62DgkBdtbwl0X73,ph,2022-05-15 10:32:28,River Axe,Planet Patrol,50.78999918717579,-2.9921525786960466,South West,EX13 5GU,East Devon,England,,,,,,,,6
MzpPPQeXUycpwFYScwfk,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,nitrate,2022-05-15 10:32:56,Chess River,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,,,0,mg/l,100,mg/l,
c4o94D3iuyeHW7iLBJnZ,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,phosphate,2022-05-15 10:37:26,Chess River,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,300,ppb,,,,,
iMDXlrjDrfM8VJG9b5WW,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,coliforms,2022-05-15 10:39:00,Chess River,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,True,,,,,,,
i8gpC7fYIfJFjlEQbbEN,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,ph,2022-05-15 10:58:16,River Tame,Planet Patrol,53.5522806,-2.0107681,North West,OL3 6LS,Oldham,England,,,,,,,,5
i7K9P0kqNSEjrjNGAxmQ,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,nitrate,2022-05-15 11:01:05,River Tame,Planet Patrol,53.5522806,-2.0107681,North West,OL3 6LS,Oldham,England,,,,0,mg/l,10,mg/l,
KCU7w6SzjnHpzQMYHCHt,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,phosphate,2022-05-15 11:08:47,River Tame,Planet Patrol,53.5522806,-2.0107681,North West,OL3 6LS,Oldham,England,,0,ppb,,,,,
jHzVoF4mFzkSYivjbZQ6,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,coliforms,2022-05-15 11:13:00,River Tame,Planet Patrol,53.5534208,-2.0086368,North West,OL3 5PB,Oldham,England,True,,,,,,,
WSEv6kATEzme3AUMkavy,Y19iuIcwjMQyODmY6NVloks5He33,phosphate,2022-05-15 12:24:45,River Itchen,Planet Patrol,,,,,,,,200,ppb,,,,,
NkqfhreMWL7GgP3jwx8Y,Y19iuIcwjMQyODmY6NVloks5He33,nitrate,2022-05-15 12:29:46,River Itchen,Planet Patrol,,,,,,,,,,0,mg/l,50,mg/l,
YfzKTDnB2ELaJayWAjDL,Y19iuIcwjMQyODmY6NVloks5He33,ph,2022-05-15 12:33:09,River Itchen,Planet Patrol,,,,,,,,,,,,,,7
JW8nLIPDzhmgnpDXdvAS,Y19iuIcwjMQyODmY6NVloks5He33,coliforms,2022-05-15 12:39:00,River Itchen,Planet Patrol,,,,,,,True,,,,,,,
cD38H36MkVqMldPaQL8Y,b7xgg9dnLDTvJHezimfMpfZsSgF3,nitrate,2022-05-15 13:33:35,River Nene,Planet Patrol,52.31978333333333,-0.5996383333333333,East Midlands,NN10 8NP,North Northamptonshire,England,,,,1,mg/l,100,mg/l,
aJMxbVCbhT77MaaPDa90,b7xgg9dnLDTvJHezimfMpfZsSgF3,phosphate,2022-05-15 13:34:40,River Nene,Planet Patrol,52.31974666666667,-0.59953,East Midlands,NN10 8NP,North Northamptonshire,England,,0,ppb,,,,,
F334n31Hn9TunQRW8PAB,b7xgg9dnLDTvJHezimfMpfZsSgF3,ph,2022-05-15 13:36:08,River Nene,Planet Patrol,52.319795,-0.5994916666666666,East Midlands,NN10 8NP,North Northamptonshire,England,,,,,,,,7
cxRCtPwn65W2UOUMfmzr,b7xgg9dnLDTvJHezimfMpfZsSgF3,coliforms,2022-05-15 13:50:00,River Nene,Planet Patrol,52.31975333333333,-0.5995966666666667,East Midlands,NN10 8NP,North Northamptonshire,England,True,,,,,,,
eaiQdC36NjVQ32yNiz8v,gzv7DIkp2WboN6hMrcASSSHpbhI2,ph,2022-05-15 14:22:00,River Ure,Planet Patrol,54.304860330878874,-1.8359056995340992,Yorkshire and The Humber,DL8 5BN,North Yorkshire,England,,,,,,,,6
rvQ3LMuKMngZNFJ65l3Q,HlRez16yV7Zv4O1rltWGcwzpymA2,nitrate,2022-05-15 14:29:39,Trent,Planet Patrol,52.9313415,-1.1601675,East Midlands,NG11 7AL,Nottingham,England,,,,1,mg/l,100,mg/l,
FXDwhS34RlTUoAjQvtSQ,gzv7DIkp2WboN6hMrcASSSHpbhI2,coliforms,2022-05-15 14:30:00,River Ure,Planet Patrol,54.29518,-1.8322033333333334,Yorkshire and The Humber,DL8 4QZ,North Yorkshire,England,True,,,,,,,
ri1PjbZYav4AKZ20P3Be,HlRez16yV7Zv4O1rltWGcwzpymA2,ph,2022-05-15 14:32:21,Trent,Planet Patrol,52.9313415,-1.1601675,East Midlands,NG11 7AL,Nottingham,England,,,,,,,,7
1gB367NrG2WwImjplyBz,gzv7DIkp2WboN6hMrcASSSHpbhI2,nitrate,2022-05-15 14:34:00,River Ure,Planet Patrol,54.29512710147478,-1.8321769597613577,Yorkshire and The Humber,DL8 4QZ,North Yorkshire,England,,,,0,mg/l,0,mg/l,
bXO1iwwDE17TrADe0dD0,HlRez16yV7Zv4O1rltWGcwzpymA2,phosphate,2022-05-15 14:35:32,Trent,Planet Patrol,52.9313415,-1.1601675,East Midlands,NG11 7AL,Nottingham,England,,500,ppb,,,,,
FM6AzJWCEhoiTouDIPsC,gzv7DIkp2WboN6hMrcASSSHpbhI2,phosphate,2022-05-15 14:46:00,River Ure,Planet Patrol,54.30195159239128,-1.8353838833733915,Yorkshire and The Humber,DL8 5BN,North Yorkshire,England,,0,ppb,,,,,
X35Q3mf4kEGs0JuZk7l1,A2AibEYZrRPIup1wDzuKZg4aJBx2,nitrate,2022-05-15 15:52:00,River Parrett,Planet Patrol,51.007371773874446,-2.869765644532145,South West,TA10 0AE,Somerset,England,,,,0,mg/l,50,mg/l,
Ag4ZZyFxqlYeRe3qj0vn,A2AibEYZrRPIup1wDzuKZg4aJBx2,ph,2022-05-15 15:52:00,River Parrett,Planet Patrol,51.0352672049988,-2.8208964531900427,South West,TA10 9QP,Somerset,England,,,,,,,,7
9XU1926m6r8gq8McvvXJ,A2AibEYZrRPIup1wDzuKZg4aJBx2,phosphate,2022-05-15 15:55:08,River Parrett,Planet Patrol,51.00426346257449,-2.875055987610946,South West,TA10 0AE,Somerset,England,,1000,ppb,,,,,
CuPTNlcq96h35oxfIgNL,A2AibEYZrRPIup1wDzuKZg4aJBx2,phosphate,2022-05-15 15:55:08,River Parrett,Planet Patrol,51.00426346257449,-2.875055987610946,South West,TA10 0AE,Somerset,England,,1000,ppb,,,,,
SemWBakqsIEROLzWxS2B,A2AibEYZrRPIup1wDzuKZg4aJBx2,phosphate,2022-05-15 15:55:08,River Parrett,Planet Patrol,51.00426346257449,-2.875055987610946,South West,TA10 0AE,Somerset,England,,1000,ppb,,,,,
iBbpM4LEzGupIeQKOv01,A2AibEYZrRPIup1wDzuKZg4aJBx2,phosphate,2022-05-15 15:55:08,River Parrett,Planet Patrol,51.00426346257449,-2.875055987610946,South West,TA10 0AE,Somerset,England,,1000,ppb,,,,,
XiHXtZU4t8yqz82DJv2q,DKgl5xhSwWbeC8iL4lYbzCvIKFq2,ph,2022-05-15 16:18:00,River Tame,Planet Patrol,53.58998107888889,-2.034312725,North West,OL3 5SB,Oldham,England,,,,,,,,5
3gC88rf2XZG1ftaTduoL,DKgl5xhSwWbeC8iL4lYbzCvIKFq2,nitrate,2022-05-15 16:22:00,River Tame,Planet Patrol,53.58974456777778,-2.0343861577777775,North West,OL3 5UA,Oldham,England,,,,0,mg/l,0,mg/l,
lOYFl1oOEYZWHjqkmyCT,DKgl5xhSwWbeC8iL4lYbzCvIKFq2,nitrate,2022-05-15 16:22:00,River Tame,Planet Patrol,53.58974456777778,-2.0343861577777775,North West,OL3 5UA,Oldham,England,,,,0,mg/l,0,mg/l,
VlYdtagTBr6uFborCQoF,DKgl5xhSwWbeC8iL4lYbzCvIKFq2,phosphate,2022-05-15 16:26:00,River Tame,Planet Patrol,53.589962005555556,-2.034499883611111,North West,OL3 5SB,Oldham,England,,0,ppb,,,,,
0XNcpr8Nv82KeWKbdcxc,DKgl5xhSwWbeC8iL4lYbzCvIKFq2,coliforms,2022-05-15 16:28:00,River Tame,Planet Patrol,53.58985137916667,-2.034424304722222,North West,OL3 5SB,Oldham,England,True,,,,,,,
DHgnGGo8NUmuKckKLYvv,QcKhk4LpPPRL4nYEZMx6bpcHdG22,coliforms,2022-05-15 16:59:00,River Nene,Planet Patrol,52.3965162,-0.5459084,East Midlands,NN14 3JU,North Northamptonshire,England,True,,,,,,,
SCfPSsuUEjQqXdXrpfiS,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,coliforms,2022-05-15 17:00:00,Ouse Burn,Planet Patrol,54.98183,-1.5907833333333334,North East,NE6 5AY,Newcastle upon Tyne,England,False,,,,,,,
5bbRjDTnTv5Z7uhG099C,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,coliforms,2022-05-15 17:12:00,Ouse Burn,Planet Patrol,54.98199666666667,-1.5912866666666667,North East,NE2 1PG,Newcastle upon Tyne,England,True,,,,,,,
dRxjNWrYmT45NX0lvRW1,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,ph,2022-05-15 17:22:49,Ouse Burn,Planet Patrol,54.98206666666667,-1.59118,North East,NE2 1PG,Newcastle upon Tyne,England,,,,,,,,7
Zj3h1CaVJazIKRyN4vcf,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,phosphate,2022-05-15 17:25:32,Ouse Burn,Planet Patrol,54.982003287758154,-1.5905814810074275,North East,NE6 5AY,Newcastle upon Tyne,England,,200,ppb,,,,,
l1aPDg9eK57h8bqxCri4,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,phosphate,2022-05-15 17:25:32,Ouse Burn,Planet Patrol,54.982003287758154,-1.5905814810074275,North East,NE6 5AY,Newcastle upon Tyne,England,,200,ppb,,,,,
P9kjfaxMCDGFxiQP4eT8,0S1dSwtUWmQwBcnq7hRAVjpfUqy2,nitrate,2022-05-15 17:25:32,River frome,Planet Patrol,51.478172,-2.5598565,South West,BS16 1BQ,"Bristol, City of",England,,,,0,mg/l,25,mg/l,
RuyJxrqc1nBfsszscrRz,0S1dSwtUWmQwBcnq7hRAVjpfUqy2,phosphate,2022-05-15 17:26:07,River Frome,Planet Patrol,51.4779925,-2.5595815,South West,BS16 1BQ,"Bristol, City of",England,,200,ppb,,,,,
Bh5yQ7Z7qqMH7kxQhC90,0S1dSwtUWmQwBcnq7hRAVjpfUqy2,ph,2022-05-15 17:26:50,River Frome,Planet Patrol,51.4779573,-2.5597082,South West,BS16 1BQ,"Bristol, City of",England,,,,,,,,7
PRGCOBuaiEWmNckvSLwd,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,nitrate,2022-05-15 17:32:00,Ouse Burn,Planet Patrol,54.981945327792154,-1.5910994245500243,North East,NE6 5AY,Newcastle upon Tyne,England,,,,0,mg/l,25,mg/l,
NMJ2X5mhdJkitGu7C540,afxeCZ69iTQhIPrVqC9OWALkke32,ph,2022-05-15 17:38:18,River Wey,Planet Patrol,51.2540339,-0.5149944,South East,GU4 7RQ,Guildford,England,,,,,,,,7
bOUoObHpszfKycmP4BfL,afxeCZ69iTQhIPrVqC9OWALkke32,phosphate,2022-05-15 17:48:10,River Wey,Planet Patrol,51.2540339,-0.5149944,South East,GU4 7RQ,Guildford,England,,300,ppb,,,,,
54UUFJcyAwpyOuMnSbKv,afxeCZ69iTQhIPrVqC9OWALkke32,nitrate,2022-05-15 17:51:54,River Wey,Planet Patrol,51.2540339,-0.5149944,South East,GU4 7RQ,Guildford,England,,,,0,mg/l,50,mg/l,
NrdqUG1dlLVhdDDuvp1g,afxeCZ69iTQhIPrVqC9OWALkke32,coliforms,2022-05-15 17:55:00,River Wey,Planet Patrol,,,,,,,True,,,,,,,
Qx9TdX0IpP7N70xdlbPi,PLcct18C73fgPg5L0WcOVwRDSEO2,coliforms,2022-05-15 18:03:00,River Dee,Planet Patrol,57.1283201,-2.1145787,Scotland,AB10 6BU,Aberdeen City,Scotland,True,,,,,,,
yOG2rcAfQcBYU8CjDAYM,QdiihUzERmaqq2p0tMI3RNrfYTm2,ph,2022-05-15 18:13:37,River Stour Kent,Planet Patrol,51.32334944539824,1.2093329149130176,South East,CT3 4BP,Canterbury,England,,,,,,,,7
E7QHAOw18T44FnymR4v8,QdiihUzERmaqq2p0tMI3RNrfYTm2,nitrate,2022-05-15 18:23:20,"River Stour, Kent",Planet Patrol,51.323260053817435,1.2093236036161346,South East,CT3 4BP,Canterbury,England,,,,1,mg/l,100,mg/l,
SavkokwwL6ymmRiTlE3x,QdiihUzERmaqq2p0tMI3RNrfYTm2,phosphate,2022-05-15 18:40:45,"River Stour, Kent",Planet Patrol,51.32327842674008,1.2093159859274676,South East,CT3 4BP,Canterbury,England,,500,ppb,,,,,
hyBEGe3E5kUaoGKskabI,QcKhk4LpPPRL4nYEZMx6bpcHdG22,nitrate,2022-05-15 18:58:42,River Nene,Planet Patrol,52.3964995,-0.5459734,East Midlands,NN14 3JU,North Northamptonshire,England,,,,0,mg/l,50,mg/l,
kE1wXLQgFncO0NxdKiKW,QcKhk4LpPPRL4nYEZMx6bpcHdG22,phosphate,2022-05-15 19:02:01,River Nene,Planet Patrol,52.396488,-0.5459804,East Midlands,NN14 3JU,North Northamptonshire,England,,0,ppb,,,,,
16rJOARtq9S36qhBkJND,QcKhk4LpPPRL4nYEZMx6bpcHdG22,ph,2022-05-15 19:03:24,River Nene,Planet Patrol,52.3964859,-0.5459145,East Midlands,NN14 3JU,North Northamptonshire,England,,,,,,,,6.5
UodDwSaHtfAhk5ePiI4s,wM34BGGgrmcWNhaQo4lsO0VS4JM2,nitrate,2022-05-15 19:07:14,River Dart,Planet Patrol,50.38473,-3.5972049999999998,,,,,,,,1,mg/l,0,mg/l,
GZtSlJDvVJeJKtBcJVuo,wM34BGGgrmcWNhaQo4lsO0VS4JM2,phosphate,2022-05-15 19:10:00,River Dart,Planet Patrol,50.38468,-3.59732,,,,,,0,ppb,,,,,
5lKDcbhcstzhGCyY0nBq,wM34BGGgrmcWNhaQo4lsO0VS4JM2,coliforms,2022-05-15 19:17:00,River Dart,Planet Patrol,50.38467,-3.597296666666667,,,,,False,,,,,,,
mkc8lR0tN3R542oHO2r3,wM34BGGgrmcWNhaQo4lsO0VS4JM2,ph,2022-05-15 19:19:00,River Dart,Planet Patrol,50.38472,-3.59728,,,,,,,,,,,,7
WZNx2D09eHRGBcmle1DR,JMSMXpz053fsjEWYJvRDbXD2cuu1,phosphate,2022-05-16 13:21:16,River Exe,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,300,ppb,,,,,
OHMwvh6zvegJ4x0dlsuo,JMSMXpz053fsjEWYJvRDbXD2cuu1,ph,2022-05-16 13:25:53,River Exe,Planet Patrol,50.69663,-3.4989839,South West,EX2 6LS,Exeter,England,,,,,,,,7
NczstgRVlCkKwmDbxwEo,JMSMXpz053fsjEWYJvRDbXD2cuu1,nitrate,2022-05-16 13:28:48,River Exe,Planet Patrol,50.6940123,-3.4976213,South West,EX2 7DA,Exeter,England,,,,1,mg/l,50,mg/l,
LUaIRIjLlSGCacyjSYQN,JMSMXpz053fsjEWYJvRDbXD2cuu1,coliforms,2022-05-16 13:30:00,River Exe,Planet Patrol,,,,,,,True,,,,,,,
mmRmyMiiZB69abTunCAX,PSSKRYlOpXWCpdLHpkhwYL0hjky2,phosphate,2022-05-16 14:42:40,Kingston Brook,Planet Patrol,52.8334205,-1.185056,East Midlands,LE12 6NL,Rushcliffe,England,,200,ppb,,,,,
tzZys6E4i8MpThmcCYeM,PSSKRYlOpXWCpdLHpkhwYL0hjky2,ph,2022-05-16 14:47:49,Kingston,Planet Patrol,52.8334205,-1.185056,East Midlands,LE12 6NL,Rushcliffe,England,,,,,,,,7
FV7aQ86F1A3LSLruMzyK,PSSKRYlOpXWCpdLHpkhwYL0hjky2,nitrate,2022-05-16 14:48:39,Kingston Brook,Planet Patrol,52.8334205,-1.185056,East Midlands,LE12 6NL,Rushcliffe,England,,,,1,mg/l,10,mg/l,
HF7s2wNriq42UErPaqg4,J8DABx4Gr7df56Gj2aETIV4nNCF3,ph,2022-05-16 15:03:00,River Trent,Planet Patrol,53.0851851,-0.8052188,East Midlands,NG24 1FR,Newark and Sherwood,England,,,,,,,,7
pfTnmO4KuUYQVVifZ0V5,J8DABx4Gr7df56Gj2aETIV4nNCF3,nitrate,2022-05-16 15:05:00,River Trent,Planet Patrol,53.0862897,-0.8050473,East Midlands,NG24 1FS,Newark and Sherwood,England,,,,5,mg/l,0,mg/l,
0bQZTPeq08PzvhNsPTuV,J8DABx4Gr7df56Gj2aETIV4nNCF3,phosphate,2022-05-16 15:06:00,River Trent,Planet Patrol,53.0862822,-0.8053146,East Midlands,NG24 1FS,Newark and Sherwood,England,,200,ppb,,,,,
gcek1mpi50QvQ9lhj6I2,J8DABx4Gr7df56Gj2aETIV4nNCF3,coliforms,2022-05-16 15:08:00,River Trent,Planet Patrol,53.0864357,-0.8050643,East Midlands,NG24 1FS,Newark and Sherwood,England,True,,,,,,,
8L5PD7haqleHRT6GxuKp,LDVRxTsBkDhZrFifBmGDWHRnEug1,ph,2022-05-16 15:45:06,River Dee,Planet Patrol,53.1535157,-2.874798,North West,CH4 9JE,Cheshire West and Chester,England,,,,,,,,6
uC3yX2Qqq6hIm1Hj8V5U,LDVRxTsBkDhZrFifBmGDWHRnEug1,ph,2022-05-16 15:45:06,River Dee,Planet Patrol,53.1535157,-2.874798,North West,CH4 9JE,Cheshire West and Chester,England,,,,,,,,6
8UFm5mkHDmix55erA2Uz,LDVRxTsBkDhZrFifBmGDWHRnEug1,phosphate,2022-05-16 15:48:17,River Dee,Planet Patrol,53.1535157,-2.874798,North West,CH4 9JE,Cheshire West and Chester,England,,0,ppb,,,,,
ekfxzvuaut92860F1b6r,LDVRxTsBkDhZrFifBmGDWHRnEug1,nitrate,2022-05-16 15:52:53,River Dee,Planet Patrol,53.1535157,-2.874798,North West,CH4 9JE,Cheshire West and Chester,England,,,,0,mg/l,25,mg/l,
2004V72cEaTOpLbI4Mz1,hBLi0iHtDJRFihff2nM3sLfB1oi2,phosphate,2022-05-16 16:07:32,River Thames (Richmond),Planet Patrol,51.458796666666665,-0.307975,,,,,,300,ppb,,,,,
EKnlN7TRlCY0U54YZHOn,hBLi0iHtDJRFihff2nM3sLfB1oi2,ph,2022-05-16 16:17:17,River Thames (Richmond),Planet Patrol,51.458778333333335,-0.307995,,,,,,,,,,,,8
JQmH6NTbeYnb6y2YxZJ3,hBLi0iHtDJRFihff2nM3sLfB1oi2,coliforms,2022-05-16 16:20:00,River Thames (Richmond),Planet Patrol,51.45878833333333,-0.30802833333333335,,,,,True,,,,,,,
jRTYna5RLbqyIXdqpjrE,hBLi0iHtDJRFihff2nM3sLfB1oi2,nitrate,2022-05-16 16:24:26,River Thames (Richmond),Planet Patrol,51.458783333333336,-0.3079633333333333,,,,,,,,0,mg/l,50,mg/l,
Nl5NFMbfNcjhCuzLJL91,gckO6Wco1gQhRJFLrGCFAOU15SB3,phosphate,2022-05-16 17:43:54,river waveney,Planet Patrol,52.38300126715178,1.2741530843785989,East of England,IP20 9LE,Mid Suffolk,England,,0,ppb,,,,,
lr9bKorzaRCjj06By0JM,gckO6Wco1gQhRJFLrGCFAOU15SB3,phosphate,2022-05-16 17:43:54,river waveney,Planet Patrol,52.38300126715178,1.2741530843785989,East of England,IP20 9LE,Mid Suffolk,England,,0,ppb,,,,,
NRplgETEKlCGrOePhW9r,gckO6Wco1gQhRJFLrGCFAOU15SB3,ph,2022-05-16 17:48:10,River waveney,Planet Patrol,52.38298987206416,1.2741516940593092,East of England,IP20 9LE,Mid Suffolk,England,,,,,,,,7
9XMZkK1Ev9wLnhpJSiwo,gckO6Wco1gQhRJFLrGCFAOU15SB3,nitrate,2022-05-16 17:49:37,River waveney,Planet Patrol,52.38300486171214,1.2741525171376007,East of England,IP20 9LE,Mid Suffolk,England,,,,0,mg/l,25,mg/l,
vr0w11v7ZEEOZmLtaD1h,gckO6Wco1gQhRJFLrGCFAOU15SB3,coliforms,2022-05-16 17:54:00,River Waveney,Planet Patrol,52.38302,1.2741383333333334,East of England,IP20 9LE,Mid Suffolk,England,True,,,,,,,
aL2TUsWrbGeHDJYzSIAY,PLcct18C73fgPg5L0WcOVwRDSEO2,nitrate,2022-05-16 18:39:00,River Dee,Planet Patrol,57.1283303,-2.1145628,Scotland,AB10 6BU,Aberdeen City,Scotland,,,,0,mg/l,0,mg/l,
M7csuc3ZEBy0jmrufEyQ,PLcct18C73fgPg5L0WcOVwRDSEO2,ph,2022-05-16 18:45:00,River Dee,Planet Patrol,57.1283454,-2.1145745,Scotland,AB10 6BU,Aberdeen City,Scotland,,,,,,,,5
MKNUuBvzrqG8JdWqQXYU,PLcct18C73fgPg5L0WcOVwRDSEO2,phosphate,2022-05-16 18:48:00,River Dee,Planet Patrol,57.128452,-2.1145809,Scotland,AB10 6BU,Aberdeen City,Scotland,,0,ppb,,,,,
GJ3uGydWca9kEVcqOChC,LDVRxTsBkDhZrFifBmGDWHRnEug1,coliforms,2022-05-16 20:03:00,River Dee,Planet Patrol,53.1540219,-2.8754818,North West,CH4 9JE,Cheshire West and Chester,England,True,,,,,,,
Gu0uscWbLRqgkoLBB99V,DSPp9S8kGjey2bPI7DVUWLu6XPK2,coliforms,2022-05-17 07:38:38,River Thames Henley,Planet Patrol,51.406728333333334,-0.85798,South East,RG41 3HN,Wokingham,England,True,,,,,,,
US2k6NdErhM0TMrg4tdi,YWdTUjUfXNUpbOS7f4u6DDhIrME2,nitrate,2022-05-17 07:54:00,River Kelvin,Planet Patrol,55.8695917,-4.2885964,Scotland,G12 8QQ,Glasgow City,Scotland,,,,0,mg/l,10,mg/l,
LXkImIRJ5pGUbZG5cCjn,YWdTUjUfXNUpbOS7f4u6DDhIrME2,ph,2022-05-17 07:54:00,River Kelvin,Planet Patrol,55.8696564,-4.2888201,Scotland,G3 8AG,Glasgow City,Scotland,,,,,,,,6
rh8hbhqDOAWPTgdwhnza,YWdTUjUfXNUpbOS7f4u6DDhIrME2,phosphate,2022-05-17 07:55:00,River Kelvin,Planet Patrol,55.8697054,-4.2887678,Scotland,G12 8QQ,Glasgow City,Scotland,,0,ppb,,,,,
milSqHoSUZCuQEkdW5lF,YWdTUjUfXNUpbOS7f4u6DDhIrME2,coliforms,2022-05-17 07:55:00,River Kelvin,Planet Patrol,55.8692284,-4.2882297,Scotland,G3 7TA,Glasgow City,Scotland,True,,,,,,,
FN5n2SWJnfaX5shTHbUm,PSSKRYlOpXWCpdLHpkhwYL0hjky2,coliforms,2022-05-17 14:39:00,Kingston Brook,Planet Patrol,52.8349145,-1.1839627,East Midlands,LE12 6HJ,Rushcliffe,England,True,,,,,,,
UwzsDpo89PTrgpnR56JE,A1TYfF41pBfNjSkKktOfrCpx62a2,phosphate,2022-05-17 15:52:37,River cam,Planet Patrol,52.2009635,0.1160434,East of England,CB2 1RS,Cambridge,England,,500,ppb,,,,,
KkMovTnwc3raILrnMTTX,A1TYfF41pBfNjSkKktOfrCpx62a2,nitrate,2022-05-17 15:55:35,River cam,Planet Patrol,52.2009635,0.1160434,East of England,CB2 1RS,Cambridge,England,,,,1,mg/l,50,mg/l,
pRyQih6D0JSehWBQov7H,A1TYfF41pBfNjSkKktOfrCpx62a2,ph,2022-05-17 15:59:16,River cam,Planet Patrol,52.2009635,0.1160434,East of England,CB2 1RS,Cambridge,England,,,,,,,,7.5
CkEBvhj2YT7cekf1t8CL,A1TYfF41pBfNjSkKktOfrCpx62a2,coliforms,2022-05-17 16:00:00,River cam,Planet Patrol,,,,,,,True,,,,,,,
P9Vv7lSNW7gLC7aNcmDe,n6BMLOeiFdXXQLsSUDR8dCfWQ9U2,ph,2022-05-17 17:27:14,River mole,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,,,,,,,6
l37IVC52YJlg9QvfmR20,n6BMLOeiFdXXQLsSUDR8dCfWQ9U2,coliforms,2022-05-17 17:29:00,River mole,Planet Patrol,51.24913,-0.3217584,South East,RH5 6BP,Mole Valley,England,True,,,,,,,
XaAitiNijuI1PBKElOjx,n6BMLOeiFdXXQLsSUDR8dCfWQ9U2,phosphate,2022-05-17 17:31:38,River mole,Planet Patrol,51.2533991,-0.3270426,South East,RH5 6BT,Mole Valley,England,,1000,ppb,,,,,
yrwbTut2rSJo16vs4ia7,n6BMLOeiFdXXQLsSUDR8dCfWQ9U2,nitrate,2022-05-17 17:37:32,River mole,Planet Patrol,51.2533991,-0.3270426,South East,RH5 6BT,Mole Valley,England,,,,0,mg/l,250,mg/l,
6pB9dEJLuFoRraOgMcDS,26ex6s0YSJcnHRDb79VpWbDnqTW2,coliforms,2022-05-17 18:00:00,River Trent Essex bridge,Planet Patrol,52.800621666666665,-2.00890555,West Midlands,ST18 0ST,Stafford,England,True,,,,,,,
YXoNeYxhZDlaMRYrI67O,26ex6s0YSJcnHRDb79VpWbDnqTW2,ph,2022-05-17 18:02:58,Essex bridge river Trent,Planet Patrol,52.800583333333336,-2.0090416666666666,West Midlands,ST18 0ST,Stafford,England,,,,,,,,7
vPllFgJ0CFd5VSxUttb8,26ex6s0YSJcnHRDb79VpWbDnqTW2,phosphate,2022-05-17 18:04:25,Essex bridge river Trent,Planet Patrol,52.800628333333336,-2.0090138833333335,West Midlands,ST18 0ST,Stafford,England,,200,ppb,,,,,
aHclqUdLzsmN7AQ49glc,26ex6s0YSJcnHRDb79VpWbDnqTW2,nitrate,2022-05-17 18:05:11,Essex bridge river Trent,Planet Patrol,52.80065333333334,-2.009025,West Midlands,ST18 0ST,Stafford,England,,,,0,mg/l,50,mg/l,
I5fymLzKWpEHRaTef70c,xsJuACuH6IUIM443bQWoHeFCaru1,phosphate,2022-05-17 18:18:35,Balderton lake,Planet Patrol,53.0619535,-0.793649,East Midlands,NG24 3AU,Newark and Sherwood,England,,100,ppb,,,,,
A3G5PgboxbuxRDjTZYAO,xsJuACuH6IUIM443bQWoHeFCaru1,nitrate,2022-05-17 18:19:40,Balderton lake,Planet Patrol,53.0619535,-0.793649,East Midlands,NG24 3AU,Newark and Sherwood,England,,,,0,mg/l,0,mg/l,
VFrWiexuz6w9TQznFe7p,xsJuACuH6IUIM443bQWoHeFCaru1,ph,2022-05-17 18:22:36,Balderton lake,Planet Patrol,53.0619535,-0.793649,East Midlands,NG24 3AU,Newark and Sherwood,England,,,,,,,,6
yPwkD3tu4MXJtUW6Ueq1,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,coliforms,2022-05-17 18:55:00,East Stour River,Planet Patrol,,,,,,,True,,,,,,,
fGSN8YQFrkmsDVNtLqQ9,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,phosphate,2022-05-17 18:55:05,East Stour River,Planet Patrol,,,,,,,,200,ppb,,,,,
Gc0jtwsTCmfFbUkpc1Ai,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,nitrate,2022-05-17 18:59:18,East Stour River,Planet Patrol,,,,,,,,,,0,mg/l,50,mg/l,
xUYO6wCUcnk14QfAOyXw,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,ph,2022-05-17 19:00:00,East Stour River,Planet Patrol,,,,,,,,,,,,,,7
